num_jobs 10000000 num_servers 2 seed 0 dist Hyperexp(1.9, 0.1, 0.95)
rho;SRPT;SRPTExcept(0.1);SRPTExcept(0.2);SRPTExcept(0.5);SRPTExcept(1.0);SRPTExcept(1.5);PSJF;RS
0.96;5.9344359743700315;5.934135807568464;5.932752357950798;5.922943810251036;5.904719250562112;5.895077011619863;6.591422113604332;6.030524289704692
0.962;6.070471156747734;6.070188864115126;6.068810698158033;6.058869470841852;6.040601061435696;6.030464411193;6.745263700141942;6.167761350140711
0.964;6.218593375515656;6.218295369715388;6.216944904584272;6.206885470277433;6.1879845071440265;6.177654614583228;6.917350724687739;6.318723347706622
0.966;6.383072182190122;6.382772583283908;6.3814149531683775;6.371415855724115;6.3525370665494485;6.341821297081021;7.109754119866246;6.484113979329598
0.968;6.564688100991125;6.564395737764949;6.563053544218941;6.5529405549339845;6.534194487653479;6.523405856776234;7.31909754253326;6.667307789666745
0.97;6.769982764523757;6.76969994930968;6.768376992737025;6.758425578027248;6.73921113438026;6.728581733344775;7.544151212310663;6.877029988647765
0.972;6.999059013848531;6.998771966062555;6.997361872836026;6.987485035036282;6.967757270276211;6.957165292087067;7.8028768401145205;7.106484202177282
0.974;7.263127358564708;7.262815606518993;7.261405482497471;7.250818167086271;7.230578531150204;7.219597171289295;8.097115530406773;7.375665177116185
0.976;7.572811294746676;7.572496782903707;7.571033307758692;7.560284070196122;7.538756828887755;7.526499710289797;8.449654496566302;7.685242257396745
0.978;7.927268046619407;7.926972668949196;7.925534012559992;7.915192867955297;7.894301282224083;7.882103547889406;8.830605553652795;8.042217840218342
0.98;8.337356902090933;8.337052316999868;8.335587450080347;8.324445995706425;8.303799114724514;8.2908908306627;9.29377400459044;8.456897463906438
0.983;9.108286490727034;9.107992549202526;9.106537088577536;9.0951062716093;9.072202782414912;9.058236259228721;10.145605040165096;9.235207757747489
0.986;10.1479354133088;10.147705088440263;10.146425162915671;10.136124028444076;10.114984344890985;10.102175464706468;11.281971345140299;10.271585011265387
0.99;12.440484536628297;12.440256477798199;12.438820316468748;12.429035082097299;12.408185108881721;12.393652986014354;13.683835734170758;12.579922641013288
0.993;15.260318122076809;15.260093436154744;15.259008100360635;15.249785338744534;15.230297872057918;15.218377202134642;16.684911941414;15.405137887404782
0.996;19.868804078639332;19.868499961738767;19.866910331075676;19.85847451202958;19.837507946656213;19.827026305532215;21.53021935758553;20.01742713882992
num_jobs 10000000 num_servers 2 seed 0 dist Uniform(0.0, 2.0)
rho;SRPT;SRPTExcept(0.1);SRPTExcept(0.2);SRPTExcept(0.5);SRPTExcept(1.0);SRPTExcept(1.5);PSJF;RS
0.01;1.9997957721078623;1.9997957721078106;1.999795772107834;1.9997959232462164;1.999796646597368;1.9997962786588415;1.9998216408218854;1.9997963306725546
0.05;2.002843100001346;2.00284312992834;2.0028436888495387;2.0028572855749265;2.0029046543168696;2.002877224206465;2.0035519215683566;2.002867889272367
0.1;2.011942098462842;2.0119423180517586;2.0119454885321937;2.012030765685498;2.01234299724186;2.012170618105295;2.014916000158912;2.012072213476203
0.15;2.026732846692159;2.0267329544253205;2.026741006847715;2.0269783456161408;2.02789105673937;2.0274102511236354;2.033728952814638;2.027080109189696
0.2;2.047163726790593;2.047164157604662;2.047177595873378;2.047629325766141;2.0495707917648427;2.048629188185373;2.0601029117907927;2.0478715105424388
0.25;2.0735347216392146;2.0735337591023484;2.0735497767584152;2.074267711286728;2.077629542266922;2.0761218460273607;2.0943807196020594;2.0747329024952883
0.3;2.10630275161732;2.106300284484775;2.106316436497844;2.1073107971113827;2.1124878150987385;2.110390335950941;2.1370923617545876;2.1081374755205537
0.35;2.146273176592972;2.146267505532402;2.146279342010101;2.1475579491104138;2.1548308748172045;2.1521967209528965;2.1894519601840847;2.1489074391692347
0.4;2.194672897243908;2.1946620093217333;2.1946614698722398;2.1961822598669576;2.20579691208145;2.202801530438133;2.253109426818993;2.198295610615731
0.45;2.253289644793516;2.2532736588394897;2.253254246800921;2.2549069329484324;2.2670176874103647;2.2640477349784023;2.330135802331341;2.258074765291554
0.5;2.3245759422592838;2.324549911972559;2.32449821676776;2.3262175615250404;2.34086989122827;2.3383406426160005;2.423589824224364;2.330672989059189
0.55;2.412164582455608;2.412129607167397;2.41203275412391;2.4136625977643495;2.4307686714430794;2.429260882272896;2.5384350673782596;2.4198192877927616
0.6;2.5218064364920085;2.5217591019885117;2.521588837052324;2.5229650454546557;2.5421327101465674;2.5423456861760356;2.681290889926492;2.5312467256679096
0.65;2.661926927340118;2.6618630025285737;2.661614278689588;2.6624963952068375;2.6834138265943714;2.6861155378254264;2.8618444343931375;2.6733477029851467
0.7;2.84668736344506;2.846609190347292;2.8462817555300393;2.8464061494070614;2.868055606913681;2.87419841024236;3.096734697291132;2.8604885518765966
0.72;2.9380905869862146;2.938001379871124;2.9376307606097853;2.9374098454617346;2.958828832679706;2.9667726815642306;3.2121658850988144;2.9528996080739915
0.74;3.0429700277827143;3.0428763028778123;3.04245929804758;3.041760240488659;3.0629310158361314;3.072646182582886;3.343114057734397;3.0587754584103712
0.76;3.16448489628738;3.164383326354414;3.163907425842254;3.162669664195344;3.1833516365856873;3.1949966853639693;3.493968807191208;3.1814555937402518
0.78;3.307046200056556;3.3069305392432295;3.3064139785796978;3.3046288509250594;3.3245087385584338;3.338257068355048;3.6697432471240448;3.3252033583215668
0.8;3.477016032805679;3.4768888505463185;3.4763018038132922;3.473945207292488;3.4926748398035645;3.5084689274698913;3.877622610272111;3.496494636432097
0.82;3.6830966886072276;3.6829575962110654;3.6823154059987204;3.6793735175400273;3.6964405678684726;3.71442942831008;4.126183826114506;3.7040062790859594
0.84;3.938124091470133;3.9379809340915397;3.937286918240139;3.9335554899665683;3.948605212867407;3.9688449694917547;4.430194523396226;3.960448143567723
0.86;4.262948972389535;4.262796501535421;4.262033107362864;4.257664520833455;4.270176026360772;4.292448710443385;4.813532919848244;4.286801599818381
0.88;4.692434687140698;4.692279377218775;4.691457328395844;4.686399327309777;4.695772522880716;4.719745110126488;5.312961225933225;4.717869238900237
0.9;5.286684651112122;5.286515463388792;5.285657509437434;5.2796814989151875;5.285341422598138;5.310641745167558;5.992739558448401;5.3138779987540055
0.903;5.396330854844235;5.3961545186178945;5.395274641560749;5.389125346666297;5.394302672255988;5.419871535778013;6.117794511826314;5.423950312402664
0.906;5.5130278045969945;5.512848574924637;5.5119410683095165;5.505718877284345;5.510345612032762;5.535993845257673;6.249381878911012;5.5409029412561654
0.91;5.680156769039876;5.679982232019349;5.679024697830414;5.672618971009253;5.676380314481613;5.702035501717124;6.438762157853658;5.708501567542912
0.913;5.815718923493384;5.815549093642532;5.814620596072333;5.8079914044258345;5.811025579718009;5.836792529153835;6.590966847895862;5.844364293672423
0.916;5.960760597250376;5.960594068825038;5.959656705127083;5.952726825405366;5.955399313180575;5.981090785330786;6.752812503714359;5.9896030292319535
0.92;6.170941258287224;6.170786030566028;6.169864389630322;6.162764410013931;6.164436133986378;6.190293224098852;6.988166670016141;6.200278117588258
0.923;6.3428905522665815;6.342739929253394;6.3418395387615885;6.334706680310701;6.335657861717398;6.361471330806282;7.179523309028133;6.372371624420217
0.926;6.529134807292734;6.528987967440687;6.528067422754668;6.520612052390808;6.520627738424901;6.5465278621679515;7.385707412772881;6.558659259086407
0.93;6.800427765821809;6.800274178770092;6.79935723160578;6.7917116943274;6.790528180148913;6.816544123435752;7.6854663983926805;6.830578312966864
0.933;7.023876917263171;7.023713395014029;7.022783634341586;7.0148119114013925;7.013137564105307;7.038961705143159;7.9320473995735705;7.054403585692042
0.936;7.268057497175746;7.267888965372406;7.266952603040518;7.258885553468607;7.255958316802843;7.282075853973985;8.199081495556563;7.29865509779614
0.94;7.6329550846723135;7.63277966799976;7.631829904507453;7.623735667103456;7.620074847452769;7.645696175829303;8.601979079826238;7.663924069979143
0.943;7.94246389754958;7.9422860984130565;7.941271602849704;7.933209621249604;7.928633427220678;7.953835829984359;8.937458315958487;7.973993413532735
0.946;8.286076592405623;8.285893613880972;8.284864833206527;8.276626425604027;8.271182769938592;8.296219762532454;9.308395545604716;8.318156604770568
0.95;8.805032096799367;8.804847039797455;8.803834388802168;8.795302574549794;8.788498629351292;8.813352211127448;9.868382839218704;8.83718434702961
0.952;9.097424478467847;9.097236842628055;9.096204419956624;9.08765549748845;9.080466213045428;9.104990419994062;10.183055157177842;9.129951616369663
0.954;9.41383794127351;9.413646458126587;9.412613223502587;9.403976250991994;9.39601828515954;9.420556032756203;10.523502012137204;9.446698976781299
0.956;9.758412957741823;9.75823863107385;9.757198009082634;9.748558487086052;9.74005286698146;9.764444610656764;10.89141423153624;9.791537324297337
0.958;10.135053463004779;10.134881745270448;10.13378163959813;10.124964771577082;10.11593254393303;10.140389018207491;11.295733513066564;10.168455759921788
0.96;10.550638546100961;10.550485846992482;10.549390364467238;10.540339580794939;10.530753270228196;10.555111797515188;11.740772804813412;10.58443285659562
0.962;11.009495045671981;11.009337677751565;11.008203005497753;10.999006765568193;10.988330694949337;11.012571070479373;12.225425560818385;11.043404440325528
0.964;11.516381343594922;11.516222028752106;11.515081144981888;11.505538074226902;11.494034264011496;11.517971334116982;12.759142750449369;11.550164968399805
0.966;12.079791404438248;12.07962288857682;12.078559777499697;12.068796502535674;12.056452198812035;12.080491161819372;13.357802689581519;12.113662579542833
0.968;12.709182399697687;12.709014275960524;12.708008574986037;12.697776564236474;12.684630214000466;12.70819429881556;14.018294280586662;12.743845224116168
0.97;13.434969761902368;13.434807150214565;13.433829683840846;13.423490029863345;13.409262403027748;13.432654665653988;14.782483446417489;13.469826268342006
0.972;14.264118131942427;14.26394654640026;14.262937022804772;14.252683143199965;14.23733323028402;14.260028791161927;15.65481721443542;14.299399590565685
0.974;15.263960575121107;15.263758000526977;15.262792245584983;15.252666040746238;15.236096347766003;15.258778450409777;16.706449556582747;15.299707660266831
0.976;16.450226465297106;16.449984540091524;16.448995240082343;16.439100873837972;16.421799820950223;16.443446595328442;17.94608925652408;16.485687596142554
0.978;17.877027389353106;17.876824141812207;17.87573086639047;17.865401628005625;17.847780958374322;17.869080559870593;19.422990387256842;17.913168269862545
0.98;19.570180609663876;19.569983132877994;19.568751842083536;19.55800359077851;19.539502790892147;19.559903106647557;21.176630704966097;19.606680805358483
0.983;22.945452899777848;22.9452734397535;22.94387958077334;22.932895175155377;22.91224779076144;22.932198028316797;24.658625140282396;22.982308552445932
0.986;27.884508642208814;27.88437333504274;27.883054598807384;27.87185938635403;27.850025541951965;27.870704992249138;29.73237885273124;27.922581824121856
0.99;39.25498870450732;39.25483436673643;39.253757906639514;39.24237813955677;39.21471333303466;39.2342402063539;41.34229333626163;39.29323199823958
0.993;57.02750499038322;57.027384470911265;57.02576476270385;57.01698450552533;56.98683194670324;57.00460087352843;59.34494984291539;57.06579286242135
0.996;106.89384500292451;106.8936854445601;106.89245568148782;106.88537549841834;106.84983816846612;106.86801342860011;109.54908550147026;106.9338415386909
